Name,SymbolID,Status2,Longitude,Latitude
"Hiva Oa (Marquesas, French Polynesia)",0,Operational,-139.034469,-9.804869
"Huahine island (Society Islands, French Polynesia)",0,Operational,-151.0324458,-16.72156333
Huasco_CL,0,Operational,-71.223832,-28.46082
Huasco_CL,0,Operational,-71.223832,-28.46082
Iquique_CL,0,Operational,-70.14783055,-20.20457778
Iquique_CL,0,Operational,-70.14783055,-20.20457778
Juan_Fernandez,0,Operational,-78.829881,-33.636017
Juan_Fernandez,0,Operational,-78.829881,-33.636017
Kanton_KI,0,Operational,-171.718,-2.801
King Edward Point,0,Operational,-36.5,-54.28
La_Libertad_EC,0,Operational,-80.9064,-2.2177
Lebu,0,Operational,-73.664119,-37.594092
Lebu,0,Operational,-73.664119,-37.594092
Puerto Madryn,0,Operational,-65.03068611,-42.76265
"Makemo (Polynésie française, Tuamotu)",0,Operational,-143.5691,-16.6269
Matarani,0,Operational,-72.1088,-17.0009
Mejillones_CL,0,Operational,-70.450663,-23.097712
Mejillones_CL,0,Operational,-70.450663,-23.097712
Nehuentue_CL,0,Operational,-73.431097,-38.74245
Niue,1,Not operational,-169.9214,-19.0525
Nukualofa_TO,0,Operational,-175.1807,-21.1368
Nuku'Alofa Harbour wharf,1,Not operational,-175.1815,-21.138
Nehuentue_CL,0,Operational,-73.431,-38.7423
Nehuentue_CL,0,Operational,-73.431,-38.7423
"Nuku Hiva (Marquesas, French Polynesia)",0,Operational,-140.084683,-8.914847
Pago_Pago_AS,0,Operational,-170.6907,-14.2766
Pago_Pago_AS,1,Not operational,-170.6907,-14.2766
Pago_Pago_AS,0,Operational,-170.6907,-14.2766
"Papeete (Tahiti, French Polynesia)",1,Not operational,-149.572678,-17.533092
Papeete - ZRN,1,Not operational,-149.5727,-17.5331
Paposo_CL,0,Operational,-70.468728,-25.008982
Paposo_CL,0,Operational,-70.468728,-25.008982
Patache_CL,1,Not operational,-70.198029,-20.803213
Patache_CL,1,Not operational,-70.198029,-20.803213
Puerto_Chacabuco_CL,0,Operational,-72.820045,-45.467076
Puerto_Chacabuco_CL,0,Operational,-72.820045,-45.467076
Puerto Eden_CL,0,Operational,-74.408953,-49.129945
Puerto Eden_CL,0,Operational,-74.408953,-49.129945
Penrhyn_CK,0,Operational,-158.051,-9.001
Pichidangui_CL,0,Operational,-71.529306,-32.135611
Pichidangui_CL,1,Not operational,-71.529306,-32.135611
Pisagua_CL,0,Operational,-70.215639,-19.596907
Pisagua_CL,0,Operational,-70.215639,-19.596907
Mar_Del_Plata,1,Not operational,-57.55,-38.05
Mar del Plata,0,Operational,-57.53850556,-38.00015278
Puerto Melinka_CL,0,Operational,-73.748199,-43.898463
Puerto Melinka_CL,0,Operational,-73.748199,-43.898463
Puerto_Montt_CL,0,Operational,-72.96124,-41.484739
Puerto_Montt_CL,0,Operational,-72.96124,-41.484739
Antarctica Base Prat,0,Operational,-59.662899,-62.479267
Antarctica Base Prat,0,Operational,-59.662899,-62.479267
Puerto Aldea_CL,0,Operational,-71.6079,-30.292161
Punta Arenas_CL,0,Operational,-70.861985,-53.123727
Punta Arenas_CL,0,Operational,-70.861985,-53.123727
Porto de Santana,1,Not operational,-51.167938,-0.061385
Puerto_Williams_CL,0,Operational,-67.61057,-54.933197
Puerto_Williams_CL,0,Operational,-67.61057,-54.933197
Quintero_CL,0,Operational,-71.525427,-32.775493
Quintero_CL,0,Operational,-71.525427,-32.775493
Quintero_CL,1,Not operational,-71.525427,-32.775493
Queule_CL,0,Operational,-73.215057,-39.39762
Queule_CL,0,Operational,-73.215057,-39.39762
Quiriquina_CL,0,Operational,-73.057257,-36.636139
Quiriquina_CL,0,Operational,-73.057257,-36.636139
"Rangiroa Atoll (Tuamotu, French Polynesia)",0,Operational,-147.7060379,-14.94583467
Rarotonga_CK,0,Operational,-159.783,-21.2
Avatiu Rarotonga harbour wharf,1,Not operational,-159.7852,-21.2049
Raoul Island Boat Cove,0,Operational,-177.8944,-29.280016
Raoul Island Fishing Rock,0,Operational,-177.903842,-29.251144
"Rikitea (Gambier, French Polynesia)",0,Operational,-134.966628,-23.122189
Rothera,1,Not operational,-68.1333,-67.5667
Salvador (Capitania dos Portos da Bahia),0,Operational,-38.516667,-12.967333
San_Felix_CL,0,Operational,-80.108548,-26.292215
San_Felix_CL,0,Operational,-80.108548,-26.292215
San_Antonio_CL,0,Operational,-71.618188,-33.581625
San_Antonio_CL,0,Operational,-71.618188,-33.581625
San Pedro_CL,0,Operational,-74.8661,-47.7038
"SantaCruz,Galapagos",0,Operational,-90.307,-0.752
Valparaiso Test,1,Not operational,-71.6259388,-33.02730833
Stanley,1,Not operational,-57.93333,-51.75
Saint Helena_UK,1,Not operational,-5.716667,-15.916667
Saint Helena_UK Ruperts Bay,1,Not operational,-5.714394,-15.917918
Talara,0,Operational,-81.27985,-4.5778
Talcahuano_CL,0,Operational,-73.106259,-36.700846
Talcahuano_CL,0,Operational,-73.106259,-36.700846
Taltal_CL,0,Operational,-70.491683,-25.408105
Taltal_CL,1,Not operational,-70.491683,-25.408105
Tristan da Cunha,1,Not operational,-12.3,-37.05
Tocopilla_CL,0,Operational,-70.211537,-22.093748
Tocopilla_CL,0,Operational,-70.211537,-22.093748
Tubuai (Austral Islands - French Polynesia),1,Not operational,-149.4755296,-23.34180261
Apia_Upolu_WS,0,Operational,-171.7613,-13.8268
Ushuaia,0,Operational,-68.217,-54.817
Vairao (Tahiti Island - French Polynesia),1,Not operational,-149.295298,-17.805923
Valparaiso_CL,0,Operational,-71.6259388,-33.02730833
Valparaiso_CL,0,Operational,-71.6259388,-33.02730833
Vernadsky - Faraday,0,Operational,-64.27,-65.25
Vernadsky - Faraday,0,Operational,-64.27,-65.25
"Waitangi,Chatham_NZ",1,Not operational,-176.5608,-43.9458
Mata-Utu (Wallis island),0,Operational,-176.100665,-13.170479
Abashiri,0,Operational,144.29,44.02
Aburatsu,0,Operational,131.41,31.58
Aden,0,Operational,44.9742,12.7883
Ajaccio,0,Operational,8.76,41.92
Ajaccio2,0,Operational,8.76,41.92
Alcudia,0,Operational,3.13898,39.83456
Alexandria,1,Not operational,29.9235,31.2109
Alexandria,1,Not operational,29.884913,31.212396
Ancona,0,Operational,13.50651667,43.62476667
Andenes,0,Operational,16.15,69.316667
Ashdod Port,1,Not operational,34.64155,31.83051
Ashdod Marina,1,Not operational,34.626447,31.796269
Ashkhara,1,Not operational,59.57,21.85
Ashkelon,1,Not operational,34.493757,31.634928
Anzio,1,Not operational,12.63479722,41.44685833
Bari,1,Not operational,16.86603333,41.14020556
Barcelona,0,Operational,2.1657,41.34177
Batroun,1,Not operational,35.65641,34.25156
Bitung,0,Operational,125.190431,1.438944
Bodrum,1,Not operational,27.423453,37.03217
Borkum Fischerbalje,0,Operational,6.749444,53.5575
Boulogne-Sur-Mer,1,Not operational,1.57746,50.7275
Boulogne-Sur-Mer 2,1,Not operational,1.57746,50.7275
Bozcaada,1,Not operational,26.075859,39.835741
Bozyazi,1,Not operational,32.94131088,36.09741974
Breskens Handelshaven,0,Operational,3.547724554,51.40140032
Busan,1,Not operational,129.0375,35.093056
Cagliari,0,Operational,9.1142,39.2101
Calais,0,Operational,1.86772,50.9694
Calais 2,0,Operational,1.86772,50.9694
Centuri,1,Not operational,9.350146,42.966904
Centuri2,0,Operational,9.350146,42.966904
Carloforte,0,Operational,8.3081,39.1436
Chabahar,0,Operational,60.603,25.2958
Chennai,1,Not operational,80.3,13.1
Chichijima,0,Operational,142.19,27.09
Chittagong,0,Operational,91.825,22.3333
Civitavecchia,0,Operational,11.78964722,42.09395833
Ciutadella,1,Not operational,3.828154,39.987588
Cochin,1,Not operational,76.26,9.96
Colombo,1,Not operational,79.85,6.95
Colombo,0,Operational,79.8503833,6.9406
Corinth,1,Not operational,22.9365,37.9452
Crotone,0,Operational,17.13705556,39.08358056
Cromer,0,Operational,1.3,52.93
Constanta,1,Not operational,28.6,44.16
Constanta,1,Not operational,28.672,44.1475
Catania,0,Operational,15.0938,37.498
Currimao,0,Operational,120.483333,18.016667
Cuxhaven,0,Operational,8.7175,53.867778
Davao_PH,0,Operational,125.6629,7.1537
"Dekehtik,Pohnpei_FM",0,Operational,158.2001,6.9806
Delfzijl,0,Operational,6.932969942,53.32661127
Den Helder,0,Operational,4.743423443,52.96367534
Diba,1,Not operational,56.269,25.649
Dieppe,0,Operational,1.085,49.93
Dieppe 2,0,Operational,1.085,49.93
Djibouti,1,Not operational,43.1666,11.6
Deal Pier,0,Operational,1.40926,51.22379
Dover,0,Operational,1.32,51.11
Dunkerque,0,Operational,2.366698,51.04809
Dunkerque 2,0,Operational,2.366698,51.04809
Duqm,1,Not operational,57.72,19.66
Elat,1,Not operational,34.917743,29.501808
Erdemli,0,Operational,34.32793045,36.61111832
Europlatform,0,Operational,3.274687003,51.99769887
Fethiye,1,Not operational,29.0922,36.6207
La Figueirette,0,Operational,6.933767,43.483532
La Figueirette2,0,Operational,6.933767,43.483532
Formentera,0,Operational,1.41903,38.73466
Fos-sur-Mer,0,Operational,4.89293,43.4049
Fos-sur-Mer2,0,Operational,4.89293,43.4049
Fukaura,0,Operational,139.93,40.65
Gaeta,1,Not operational,13.58973611,41.20999167
Genova,0,Operational,8.9255,44.4101
Ginostra (Isola di Stromboli),0,Operational,15.193272,38.784029
Gokceada,0,Operational,25.89361,40.23139191
GoteborgTorshamnen,0,Operational,11.78,57.68
Guam (Apra Harbor),0,Operational,144.652,13.438
Gavdos,1,Not operational,24.119778,34.847986
Gwadar,0,Operational,62.339378,25.112194
Hadera,1,Not operational,34.863057,32.47053
Hadera Port,1,Not operational,34.8826,32.47233
Haifa,1,Not operational,35.007042,32.822454
Haing Gyi Kyun,0,Operational,94.3176,16.0004
Hakodate,0,Operational,140.72,41.78
Hambantota,1,Not operational,81.1275,6.124
Hanasaki,0,Operational,145.57,43.28
Hanimadhoo,0,Operational,73.1667,6.7667
Harlingen,0,Operational,5.410972908,53.1755641
Harwich,0,Operational,1.29,51.95
Herne Bay,1,Not operational,1.11521,51.38211
Helgoland Binnenhafen,0,Operational,7.891389,54.175833
Hirtshals,0,Operational,9.97,57.6
Hamada,0,Operational,132.07,34.9
Hoek van Holland,0,Operational,4.119491067,51.97747049
Honningsvåg,0,Operational,25.983333,70.983333
Hörnum,0,Operational,8.2975,54.758056
Ibiza2,0,Operational,1.44984,38.91123
Imperia,0,Operational,8.0188,43.8769
Imperia 2,1,Not operational,8.0188,43.87834
Imperia,1,Not operational,8.0188,43.87834
Ishigakijima,0,Operational,124.16,24.33
Iskenderun,0,Operational,36.17676926,36.59423065
Isole Tremiti,1,Not operational,15.50156667,42.11888056
Jask,0,Operational,57.77,25.63
Jask2,1,Not operational,57.77,25.63
Kaciveli,1,Not operational,34.05,44.416
Kalamata,1,Not operational,22.109833,37.021533
Kapingamarangi_FM,0,Operational,154.8066861,1.0779583
Kapsali,1,Not operational,23,36.14
Karachi,0,Operational,66.975,24.8117
Kasteli,1,Not operational,23.637,35.514
Katakolo,1,Not operational,21.319233,37.64045
Keti Bandar,1,Not operational,67.43,24.13
Kholmsk,1,Not operational,142.043889,47.050556
LT Kiel,0,Operational,10.274722,54.499722
Ko Miang,1,Not operational,97.6333,8.55
Koroni,1,Not operational,21.96,36.8
Korsakov,1,Not operational,142.766667,46.633333
Kos,1,Not operational,27.287792,36.898362
Ko Taphao Noi,1,Not operational,98.4167,7.8167
Cape Kril'on,1,Not operational,142.08,45.9
Kirinda,1,Not operational,81.32,6.1966
Kuril'sk,1,Not operational,147.88,45.23
Kushiro,0,Operational,144.37,42.98
Kushimoto,0,Operational,135.77,33.48
Kwajalein_MH,0,Operational,167.7383,8.7367
Kwajalein_MH,1,Not operational,167.7383,8.7367
Lampedusa,0,Operational,12.6044,35.4998
La Spezia,1,Not operational,9.8576,44.0966
Lagos,1,Not operational,3.40725,6.42052
Langkawi,0,Operational,99.7667,6.416
Larnaca,1,Not operational,33.640823,34.916181
Le Castella,1,Not operational,17.028664,38.908368
Legaspi,0,Operational,123.758117,13.146214
Le Havre,0,Operational,0.10599,49.4819
Le Havre 2,0,Operational,0.10599,49.4819
Livorno,0,Operational,10.29933889,43.54628611
La Mola de Mahon,1,Not operational,4.308363,39.872305
Lowestoft,0,Operational,1.75,52.47
Lubang,0,Operational,120.202225,13.818444
Marmara Ereglisi,0,Operational,27.96666908,40.76667023
Mahon,0,Operational,4.27056,39.89304
Majis,0,Operational,56.606,24.518
Malakal,0,Operational,134.4502,7.3282
Male,0,Operational,73.5267,4.19
Malokuril’skoe,1,Not operational,146.82,43.87
Måløy,0,Operational,5.116667,61.933333
Mangalia,1,Not operational,28.5952,43.8014
Manila,0,Operational,120.9716,14.5822
Marmagao,1,Not operational,73.8,15.41
Marseille,0,Operational,5.3558,43.2911
Majuro,0,Operational,171.3725,7.1061
Masirah,0,Operational,58.8667,20.6833
Marina di Teulada,1,Not operational,8.719503,38.927535
Marina Di Campo,0,Operational,10.23833333,42.74263333
Messina,0,Operational,15.5635,38.1963
Mera,0,Operational,139.83,34.92
Meulaboh,1,Not operational,96.131854,4.1274865
Meulaboh,1,Not operational,96.131854,4.1274865
Minicoy,1,Not operational,73.05,8.28
Minami-Tori-Shima,0,Operational,153.98,24.29
"Monaco, Fontvieille harbour",0,Operational,7.42158,43.72867
"Monaco2, Fontvieille harbour",0,Operational,7.42158,43.72867
Moulmein,0,Operational,97.6166,16.4833
"Porto Malai, Langkawi",0,Operational,99.734422,6.257092
"Kerachut, Penang",1,Not operational,100.182219,5.451019
Pulau Perak,1,Not operational,98.938797,5.684183
Pulau Perhentian,0,Operational,102.766667,5.9326
"Kudat, Sabah",0,Operational,116.845969,6.877886
"Lahad Datu, Sabah",1,Not operational,119.0775,5.075556
Muscat (BGAN),0,Operational,58.565308,23.627597
Muscat,0,Operational,58.56666667,23.63333333
Napoli,1,Not operational,14.2692,40.8397
Nagasaki,0,Operational,129.87,32.74
Naha,0,Operational,127.67,26.21
Nahodka,0,Operational,132.86,42.78
Nancowry,0,Operational,93.55,8.05
Nevel'sk,1,Not operational,141.86,46.68
Newhaven,0,Operational,0.06,50.78
Nice,0,Operational,7.285,43.695
Nice2,0,Operational,7.285,43.695
Nikol'skoe,0,Operational,166.02,55.2
Noto,0,Operational,137.16,37.5
Ny Ålesund,0,Operational,11.95,78.933333
Ofunato,0,Operational,141.75,39.02
Omaezaki,0,Operational,138.22,34.61
Ortona,1,Not operational,14.41486111,42.3559
Ormara,0,Operational,64.676439,25.203653
Ostend,0,Operational,2.9205556,51.2330556
Otranto,0,Operational,18.4969,40.1464
Palermo,1,Not operational,13.3713,38.1214
"Pago Bay, Guam",0,Operational,144.797,13.4283
Paleochora,1,Not operational,23.68,35.22
PalmadeMallorca,0,Operational,2.63748,39.56015
Panormos,1,Not operational,22.253942,38.359995
Pantelleria,1,Not operational,11.9366,36.8348
Paphos,1,Not operational,32.408819,34.755128
Paralimni,1,Not operational,34.036877,35.038288
Porto empedocle,0,Operational,13.52684,37.28576
Peiraias,1,Not operational,23.621217,37.934733
Petropavlovsk,0,Operational,158.65,53.016667
Palinuro,0,Operational,15.27529167,40.02991111
Ponza,1,Not operational,12.96558889,40.89517778
Poronajsk,1,Not operational,143.09,49.22
Pos'et,0,Operational,130.8,42.65
Portopalo di Capo Passero,1,Not operational,15.1228,36.6691
Preobrazheniye,0,Operational,133.922482,42.909229
Porto Torres,0,Operational,8.4039,40.8422
Port Blair,0,Operational,92.76,11.68
Port Ferréol,0,Operational,6.7175,43.35917
Port Ferréol 2,0,Operational,6.7175,43.35917
Port-La-Nouvelle,0,Operational,3.0372,43.0092
Port-la-Nouvelle 2,0,Operational,3.0372,43.0092
Portomaso,1,Not operational,14.494167,35.921111
Port-Vendres,0,Operational,3.10733,42.5201
Port-Vendres2,0,Operational,3.10733,42.5201
Qinglan,0,Operational,110.82,19.57
Quarry Bay,0,Operational,114.2133333,22.2911111
Qui_Nhon,0,Operational,109.2543,13.7751
Qurayat,0,Operational,58.925,23.26
Ravenna,1,Not operational,12.28293611,44.492075
Reggio Calabria,0,Operational,15.64891667,38.12171944
Rørvik,0,Operational,11.25,64.866667
Ile Rousse,0,Operational,8.938056,42.635556
Ile Rousse2,0,Operational,8.938056,42.635556
Rudnaya Pristan,0,Operational,135.8,44.35
Salerno,0,Operational,14.75083889,40.67664167
Sabang2,1,Not operational,95.3333,5.8333
Sabang,0,Operational,95.3333,5.8333
Sado,0,Operational,138.52,38.32
Saigo,0,Operational,133.33,36.2
Saipan_US,0,Operational,145.7416,15.2266
Salalah,1,Not operational,54.0067,16.935
Sao Tome,1,Not operational,6.736667,0.348333
Sassnitz,0,Operational,13.643056,54.510833
S.Benedetto Del Tronto,0,Operational,13.88975833,42.95512222
Sciacca,0,Operational,13.07645556,37.50454167
Scheveningen,0,Operational,4.263173332,52.09893226
Sète,0,Operational,3.69911,43.3976
Sete 2,0,Operational,3.69911,43.3976
Severo_Kurilsk_RU,1,Not operational,156.1388,50.678
Severo Kurilsk (web),1,Not operational,156.1388,50.678
Sheerness,0,Operational,0.74,51.45
Shenzhen,0,Operational,113.88,22.47
Sibolga,1,Not operational,98.8,1.7333
Sibolga,0,Operational,98.8,1.7333
Sinop,1,Not operational,35.15,42.016667
Sittwe,0,Operational,92.9,20.15
Smogen,0,Operational,11.22,58.35
Sobra,0,Operational,17.62,42.793
Solenzara,0,Operational,9.3738,41.8358
Solenzara2,0,Operational,9.3738,41.8358
Port Sonara,1,Not operational,9.125922,4.005786
Sosunovo,0,Operational,138.33,46.53
Sovetskaja Gavan',0,Operational,140.29,48.97
Strombolicchio,1,Not operational,15.251625,38.81748056
Starodubskoe,1,Not operational,142.82,47.41
Stari Grad,0,Operational,16.576,43.181
Stockholm,0,Operational,18.07,59.33
Subic_Bay,0,Operational,120.2833,14.8167
Sur,0,Operational,59.52,22.57
Syros,0,Operational,24.9411,37.438
Taranto,1,Not operational,17.22376389,40.47560278
Tanjong Pagar,1,Not operational,103.8516,1.2616
"Betio,Tarawa",0,Operational,172.93,1.3625
Tarragona,0,Operational,1.21325,41.07897
Telukdalam,1,Not operational,97.822,0.554
Terschelling Noordzee,0,Operational,5.332804335,53.42783414
Tosashimizu,0,Operational,132.96,32.78
Toulon,0,Operational,5.91306,43.11722
Toulon2,0,Operational,5.91306,43.11722
Toyama,0,Operational,137.22,36.76
Trieste,1,Not operational,13.7561,45.6544
Tregde,0,Operational,7.566667,58
Trinconmalee,0,Operational,81.1996,8.5637
Terneuzen,0,Operational,3.819502676,51.33620086
Uglegorsk,1,Not operational,142.07,49.08
Vardø,0,Operational,31.1,70.333333
Venice,0,Operational,12.426528,45.418219
Vela Luka,0,Operational,16.715,42.962
Veeraval,1,Not operational,70.36,20.9
Vieste,1,Not operational,16.17701111,41.88808333
Visakhapatnam,1,Not operational,83.28,17.68
Vladivostok,0,Operational,131.92,43.13
Vlissingen,0,Operational,3.597008647,51.44285825
Vlakte v/d Raan,0,Operational,3.241661685,51.50361684
Vodopadnaya,1,Not operational,157.988892,51.726762
Vung Tau,0,Operational,107.071,10.34
Wakkanai,0,Operational,141.69,45.41
Wake_US,0,Operational,166.618,19.29
Wake_US,0,Operational,166.618,19.29
Warnemünde,0,Operational,12.103333,54.169722
Khawr Wudam,1,Not operational,57.52,23.82
Yap Island,0,Operational,138.1246,9.5142
Yuzhno-Kuril'sk,1,Not operational,145.85,44.04
Zhapo,0,Operational,111.82,21.58
Zygi,1,Not operational,33.338375,34.727083
Zygi,1,Not operational,33.340228,34.726315
Agalega,0,Operational,56.58556167,-10.34559167
Ambon,0,Operational,128.18333,-3.683333
Auckland_NZ,0,Operational,174.7865,-36.8314
Burnie_Tasmania_AU,0,Operational,145.915,-41.0501
Benoa,0,Operational,115.2166,-8.7666
Blue Bay,0,Operational,57.71095,-20.44413333
Broome_AU,0,Operational,122.2186,-18.0008
Christmas_Island_AU,0,Operational,105.6693,-10.4294
Cilacap,0,Operational,109,-7.75
Cocos_Island_AU,0,Operational,96.8919,-12.1167
Comores,0,Operational,43.24809444,-11.7035
Castlepoint,0,Operational,176.2316763,-40.89929
Cape Cuvier Wharf,0,Operational,113.3969,-24.2206
Darwin_AU,0,Operational,130.8458,-12.4719
Denis Island,1,Not operational,55.6667,-3.8
Dumont d'Urville,0,Operational,140.001667,-66.651944
Durban,1,Not operational,31.03333,-29.88333
Dzaoudzi (Mayotte),0,Operational,45.2583,-12.783333
Dzaoudzi (Mayotte) 2,0,Operational,45.2583,-12.783
Enggano,1,Not operational,102.2781,-5.3461
Esperance_AU,0,Operational,121.8954,-33.8709
Cape_Ferguson_AU,0,Operational,147.0584,-19.2773
Fongafale_TV,0,Operational,179.1952,-8.5025
Gan,0,Operational,73.1517,-0.6867
Diego Garcia,0,Operational,72.4333,-7.2333
Great_Barrier_Is,0,Operational,175.4889,-36.189
Gisborne,0,Operational,178.0228774,-38.6754097
Groote Eylandt,0,Operational,136.4158,-13.86
Hienghene (New Caledonia),0,Operational,164.9421667,-20.69283333
Hillarys_Harbor_AU,0,Operational,115.7386,-31.8255
Inhambane,1,Not operational,35.5,-23.91666
Jackson Bay,0,Operational,168.6161,-43.9733
Kaikoura,0,Operational,173.7028,-42.4129
Kerguelen Island,1,Not operational,70.22,-49.345
Kerguelen Island,0,Operational,70.0218,-49.3525
"Kolinamil, Jakarta Port",0,Operational,106.89083,-6.10667
"Kolinamil 2, Jakarta Port",1,Not operational,106.89083,-6.10667
Lamu,0,Operational,40.9,-2.2667
Pt.LaRue,0,Operational,55.5,-4.5
Lata_Wharf_SB,0,Operational,165.8019,-10.7208
Lembar,0,Operational,116.07225,-8.730905556
"Lenakel, Tanna",0,Operational,169.265953,-19.53256
Lautoka_FJ,0,Operational,177.4383,-17.6049
Lifou,0,Operational,167.2786944,-20.91847222
"Litzlitz, Malekula",0,Operational,167.44397,-16.11283
Lombrum_Manus_Is_PG,0,Operational,147.3737,-2.0421
East Cape,0,Operational,178.159,-37.5503
Luganville,0,Operational,167.1886,-15.5156
Marion Island,1,Not operational,37.8667,-46.8667
Marion Island,1,Not operational,37.8667,-46.8667
"Maré (New Caledonia, Loyalty Islands)",0,Operational,167.8771,-21.5478
Manakau,0,Operational,174.5117,-37.0466
Mombasa,0,Operational,39.65,-4.067
Mtwara,0,Operational,40.2,-10.267
Port Napier,0,Operational,176.920066,-39.4756612
Nauru,0,Operational,166.9092,-0.5319
North_Cape,0,Operational,173.05,-34.41
Nouméa - Numbo (New Caledonia),0,Operational,166.4116,-22.2466
Dunedin,0,Operational,170.6294,-45.8143
"Ouinne, New Caledonia",0,Operational,166.6832765,-21.9828778
Ouvea,1,Not operational,166.561867,-20.549816
Padang,0,Operational,100.3667,-0.95
Padang2,1,Not operational,100.366667,-0.95
Pangandaran,1,Not operational,108.5013,-7.7484
Pemba,1,Not operational,40.4833,-12.966
Port_Kembla_AU,0,Operational,150.9119,-34.4738
PtMurat,0,Operational,114.191,-21.8167
Pointe Noire,1,Not operational,11.83333,-4.78333
Portland_AU,0,Operational,141.6132,-38.3434
Port_Stanavac_AU,1,Not operational,138.467,-35.1086
Prigi2,1,Not operational,111.7333,-8.2833
Prigi,0,Operational,111.7333,-8.2833
Port Elizabeth,1,Not operational,25.63333,-33.96666
Pt.Louis,0,Operational,57.5043,-20.15716
Puysegur Welcome Bay,0,Operational,166.5894083,-46.0847836
Pointe des Galets (Reunion Island),0,Operational,55.28,-20.92
Pointe des Galets (Reunion Island) 2,0,Operational,55.28,-20.92
Rodrigues,0,Operational,63.42119,-19.68024
Rosslyn_Bay_AU,0,Operational,150.7902,-23.161
Rote,1,Not operational,123.0597,-10.708
Sadeng,1,Not operational,110.7979833,-8.190194444
Saumlaki,0,Operational,131.2905722,-7.982725
Seblat,1,Not operational,101.5994,-3.224167
Semarang,0,Operational,110.42012,-6.9479
Simon's Town,1,Not operational,18.43333,-34.18333
Sainte Marie (Reunion island),0,Operational,55.536944,-20.892778
Sainte Marie (Reunion island) 2,0,Operational,55.536944,-20.892778
Honiara,0,Operational,159.9555,-9.4289
Spring_Bay_AU,0,Operational,147.9327,-42.5459
Saint-Paul Island,1,Not operational,77.538333,-38.711667
Christchurch,1,Not operational,172.7732,-43.5696
Surabaya,0,Operational,112.7405861,-7.19996944
Syowa,0,Operational,39.570278,-69.007778
Tarekukure_Wharf_SB,0,Operational,156.4086,-6.6928
Port of Tauranga,0,Operational,176.1811791,-37.6410885
Thevenard_AU,0,Operational,133.6413,-32.1489
Thio,0,Operational,166.241528,-21.613805
Tanahbala,1,Not operational,98.5,-0.53
Toamasina,0,Operational,49.4281,-18.1536
"Port Villa, Vanuatu",0,Operational,168.3077,-17.7553
"Vatia, Viti Levu",0,Operational,177.7611542,-17.3978066
Suva_Viti_Levu_FJ,0,Operational,178.4236,-18.1342
Waikelo,0,Operational,119.2187917,-9.3898
Walvis Bay,1,Not operational,14.4986,-22.9492
Wellington,0,Operational,174.7790967,-41.2846217
Zanzibar,0,Operational,39.1833,-6.15
